country,continent,date,age,total_cases,deaths,recoveries
South Africa,Africa,2021-09-30 10:41:42.468312208,56,801190.0,41075.0,559011.0
USA,North America,2021-09-30 22:22:58.519012672,73,1137352.0,18823.0,145546.0
Brazil,South America,2021-10-01 10:04:14.569713144,22,1958651.0,4602.0,982207.0
Italy,Europe,2021-10-01 21:45:30.620413608,74,1096700.0,48081.0,283733.0
Indonesia,Asia,2021-10-02 09:26:46.671114072,54,1857127.0,1114.0,1720240.0
China,Asia,2021-10-02 21:08:02.721814544,27,877278.0,33516.0,1406822.0
South Africa,Africa,2021-10-03 08:49:18.772515008,34,462910.0,47088.0,407280.0
Italy,Europe,2021-10-03 20:30:34.823215472,34,716778.0,14758.0,969639.0
Turkey,Asia,2021-10-04 08:11:50.873915944,66,697910.0,28681.0,1445664.0
Argentina,South America,2021-10-04 19:53:06.924616408,51,2911.0,42341.0,405599.0
France,Europe,2021-10-05 07:34:22.975316880,47,1317154.0,26035.0,598167.0
Italy,Europe,2021-10-05 19:15:39.026017344,53,1827435.0,35511.0,329489.0
Japan,Asia,2021-10-06 06:56:55.076717808,70,,14936.0,746264.0
USA,North America,2021-10-06 18:38:11.127418280,65,45091.0,43317.0,789553.0
Japan,Asia,2021-10-07 06:19:27.178118744,24,136859.0,42001.0,1301311.0
Mexico,North America,2021-10-07 18:00:43.228819208,38,1083687.0,8475.0,753691.0
Japan,Asia,2021-10-08 05:41:59.279519680,28,851533.0,18416.0,1777804.0
Saudi Arabia,Asia,2021-10-08 17:23:15.330220144,78,897020.0,9681.0,1187794.0
USA,North America,2021-10-09 05:04:31.380920608,61,1406844.0,32411.0,1003031.0
Australia,Oceania,2021-10-09 16:45:47.431621080,53,1333800.0,27791.0,1729275.0
South Korea,Asia,2021-10-10 04:27:03.482321544,69,1953400.0,43087.0,1662382.0
Argentina,South America,2021-10-10 16:08:19.533022016,74,91824.0,40805.0,912212.0
Turkey,Asia,2021-10-11 03:49:35.583722480,47,10474.0,32979.0,237066.0
Saudi Arabia,Asia,2021-10-11 15:30:51.634422944,56,390302.0,41756.0,1771633.0
UK,Europe,2021-10-12 03:12:07.685123416,71,778556.0,22363.0,608744.0
Canada,North America,2021-10-12 14:53:23.735823880,64,976892.0,25060.0,1735692.0
UK,Europe,2021-10-13 02:34:39.786524344,37,534331.0,30919.0,169026.0
Spain,Europe,2021-10-13 14:15:55.837224816,40,,42291.0,268050.0
India,Asia,2021-10-14 01:57:11.887925280,29,876960.0,6498.0,1772944.0
South Korea,Asia,2021-10-14 13:38:27.938625752,41,,9929.0,210112.0
Saudi Arabia,Asia,2021-10-15 01:19:43.989326216,57,1637242.0,,219096.0
South Africa,Africa,2021-10-15 13:01:00.040026680,25,,22711.0,1650470.0
Russia,Europe,2021-10-16 00:42:16.090727152,24,987729.0,29124.0,1375564.0
Canada,North America,2021-10-16 12:23:32.141427616,31,533263.0,7214.0,662027.0
UK,Europe,2021-10-17 00:04:48.192128080,38,1796814.0,3838.0,1246870.0
India,Asia,2021-10-17 11:46:04.242828552,22,1114558.0,2506.0,1691140.0
USA,North America,2021-10-17 23:27:20.293529016,62,902726.0,49485.0,338308.0
Mexico,North America,2021-10-18 11:08:36.344229488,72,658358.0,37301.0,889519.0
USA,North America,2021-10-18 22:49:52.394929952,62,1088729.0,31622.0,627651.0
UK,Europe,2021-10-19 10:31:08.445630416,64,336978.0,30129.0,1177508.0
Russia,Europe,2021-10-19 22:12:24.496330888,53,1547201.0,11970.0,571566.0
Argentina,South America,2021-10-20 09:53:40.547031352,61,1774601.0,14437.0,494108.0
Indonesia,Asia,2021-10-20 21:34:56.597731816,31,488998.0,26806.0,205278.0
UK,Europe,2021-10-21 09:16:12.648432288,20,653635.0,4485.0,983936.0
Canada,North America,2021-10-21 20:57:28.699132752,36,986081.0,30128.0,1503951.0
China,Asia,2021-10-22 08:38:44.749833224,30,271646.0,19115.0,207489.0
Japan,Asia,2021-10-22 20:20:00.800533688,23,1416635.0,36691.0,261684.0
Brazil,South America,2021-10-23 08:01:16.851234152,24,1279652.0,41133.0,1159171.0
Mexico,North America,2021-10-23 19:42:32.901934624,50,1597518.0,9402.0,500575.0
Mexico,North America,2021-10-24 07:23:48.952635088,44,146448.0,16625.0,
Turkey,Asia,2021-10-24 19:05:05.003335552,21,694118.0,12016.0,760663.0
India,Asia,2021-10-25 06:46:21.054036024,20,1981914.0,4475.0,1684224.0
South Africa,Africa,2021-10-25 18:27:37.104736488,45,,1428.0,1246215.0
Brazil,South America,2021-10-26 06:08:53.155436960,72,802508.0,46918.0,1757105.0
South Africa,Africa,2021-10-26 17:50:09.206137424,50,305940.0,15990.0,148948.0
South Korea,Asia,2021-10-27 05:31:25.256837888,23,1388077.0,8636.0,285594.0
USA,North America,2021-10-27 17:12:41.307538360,76,1738443.0,17300.0,1560539.0
Italy,Europe,2021-10-28 04:53:57.358238824,22,413370.0,32550.0,466803.0
Russia,Europe,2021-10-28 16:35:13.408939288,46,136897.0,40174.0,1069725.0
South Korea,Asia,2021-10-29 04:16:29.459639760,26,,19917.0,1509033.0
Japan,Asia,2021-10-29 15:57:45.510340224,55,61235.0,44217.0,1563568.0
USA,North America,2021-10-30 03:39:01.561040688,48,1495753.0,31542.0,1240946.0
Germany,Europe,2021-10-30 15:20:17.611741160,75,1796138.0,38443.0,431198.0
India,Asia,2021-10-31 03:01:33.662441624,40,580395.0,42576.0,91301.0
Mexico,North America,2021-10-31 14:42:49.713142096,41,1143330.0,8954.0,1470631.0
Australia,Oceania,2021-11-01 02:24:05.763842560,68,514727.0,19884.0,1194518.0
Australia,Oceania,2021-11-01 14:05:21.814543024,54,276454.0,44569.0,1690568.0
India,Asia,2021-11-02 01:46:37.865243496,21,370822.0,33702.0,1525658.0
Indonesia,Asia,2021-11-02 13:27:53.915943960,79,3543.0,30855.0,648242.0
Italy,Europe,2021-11-03 01:09:09.966644424,32,1156446.0,17897.0,1032848.0
Germany,Europe,2021-11-03 12:50:26.017344896,28,1966810.0,32898.0,320009.0
Mexico,North America,2021-11-04 00:31:42.068045360,76,1198766.0,44972.0,1741726.0
Turkey,Asia,2021-11-04 12:12:58.118745832,56,731268.0,19101.0,864504.0
Argentina,South America,2021-11-04 23:54:14.169446296,60,482407.0,39165.0,729518.0
Indonesia,Asia,2021-11-05 11:35:30.220146760,79,575717.0,42523.0,1578669.0
Spain,Europe,2021-11-05 23:16:46.270847232,63,584734.0,13224.0,
USA,North America,2021-11-06 10:58:02.321547696,58,,16581.0,1763080.0
India,Asia,2021-11-06 22:39:18.372248160,56,39219.0,21343.0,1106997.0
China,Asia,2021-11-07 10:20:34.422948632,35,261469.0,36002.0,280099.0
USA,North America,2021-11-07 22:01:50.473649096,70,84916.0,11814.0,1797676.0
Germany,Europe,2021-11-08 09:43:06.524349568,59,1176570.0,11690.0,21943.0
Brazil,South America,2021-11-08 21:24:22.575050032,24,1081984.0,39741.0,1440274.0
Germany,Europe,2021-11-09 09:05:38.625750496,41,51035.0,33755.0,1551400.0
USA,North America,2021-11-09 20:46:54.676450968,20,522000.0,16630.0,346960.0
Indonesia,Asia,2021-11-10 08:28:10.727151432,22,1932411.0,31303.0,734477.0
Argentina,South America,2021-11-10 20:09:26.777851896,77,212944.0,8548.0,553757.0
Italy,Europe,2021-11-11 07:50:42.828552368,73,98875.0,27190.0,439105.0
China,Asia,2021-11-11 19:31:58.879252832,38,1426746.0,44410.0,1473793.0
Japan,Asia,2021-11-12 07:13:14.929953304,77,1297606.0,32898.0,1571494.0
Brazil,South America,2021-11-12 18:54:30.980653768,61,1907491.0,32886.0,
Australia,Oceania,2021-11-13 06:35:47.031354232,54,368232.0,49328.0,1319389.0
India,Asia,2021-11-13 18:17:03.082054704,23,568906.0,641.0,1076322.0
Turkey,Asia,2021-11-14 05:58:19.132755168,39,69671.0,6737.0,850158.0
South Korea,Asia,2021-11-14 17:39:35.183455632,64,1930949.0,,1796779.0
France,Europe,2021-11-15 05:20:51.234156104,61,1658359.0,14152.0,1486860.0
USA,North America,2021-11-15 17:02:07.284856568,26,1504521.0,1538.0,385809.0
Spain,Europe,2021-11-16 04:43:23.335557040,41,1063991.0,5029.0,1708273.0
Indonesia,Asia,2021-11-16 16:24:39.386257504,37,1065998.0,15596.0,365664.0
Turkey,Asia,2021-11-17 04:05:55.436957968,72,224440.0,28404.0,896934.0
UK,Europe,2021-11-17 15:47:11.487658440,38,1145398.0,41941.0,285561.0
South Korea,Asia,2021-11-18 03:28:27.538358904,49,1235615.0,33786.0,564695.0
France,Europe,2021-11-18 15:09:43.589059368,27,1708264.0,6203.0,1646924.0
Russia,Europe,2021-11-19 02:50:59.639759840,71,1389172.0,44591.0,1719276.0
Turkey,Asia,2021-11-19 14:32:15.690460304,61,224866.0,22429.0,1720643.0
Italy,Europe,2021-11-20 02:13:31.741160768,74,1294394.0,29100.0,1561069.0
Brazil,South America,2021-11-20 13:54:47.791861240,26,930331.0,17566.0,1702386.0
Germany,Europe,2021-11-21 01:36:03.842561704,70,1956534.0,35521.0,1535681.0
South Korea,Asia,2021-11-21 13:17:19.893262176,72,472181.0,49263.0,1142018.0
Italy,Europe,2021-11-22 00:58:35.943962640,56,218908.0,45057.0,572860.0
Saudi Arabia,Asia,2021-11-22 12:39:51.994663104,64,516785.0,38559.0,785908.0
Russia,Europe,2021-11-23 00:21:08.045363576,31,611722.0,39898.0,1214506.0
UK,Europe,2021-11-23 12:02:24.096064040,49,871694.0,39865.0,954292.0
UK,Europe,2021-11-23 23:43:40.146764504,78,1934230.0,15009.0,1526523.0
USA,North America,2021-11-24 11:24:56.197464976,56,1157798.0,22674.0,800043.0
Saudi Arabia,Asia,2021-11-24 23:06:12.248165440,40,780460.0,18190.0,110307.0
Australia,Oceania,2021-11-25 10:47:28.298865912,26,1574101.0,13637.0,1027092.0
Italy,Europe,2021-11-25 22:28:44.349566376,79,953482.0,11498.0,1589383.0
France,Europe,2021-11-26 10:10:00.400266840,23,1687827.0,21540.0,1074961.0
Germany,Europe,2021-11-26 21:51:16.450967312,26,1401835.0,13435.0,183497.0
Spain,Europe,2021-11-27 09:32:32.501667776,29,31041.0,21827.0,1091507.0
India,Asia,2021-11-27 21:13:48.552368240,52,1630046.0,38681.0,1406061.0
USA,North America,2021-11-28 08:55:04.603068712,77,1213578.0,32732.0,122482.0
Turkey,Asia,2021-11-28 20:36:20.653769176,69,1301804.0,37265.0,492130.0
South Africa,Africa,2021-11-29 08:17:36.704469648,74,1718759.0,,721802.0
Spain,Europe,2021-11-29 19:58:52.755170112,40,1237121.0,22088.0,1248102.0
Australia,Oceania,2021-11-30 07:40:08.805870576,32,365892.0,39307.0,1745672.0
Italy,Europe,2021-11-30 19:21:24.856571048,37,648485.0,46608.0,1719089.0
France,Europe,2021-12-01 07:02:40.907271512,31,1832999.0,37807.0,
USA,North America,2021-12-01 18:43:56.957971976,42,1135505.0,9774.0,26747.0
Saudi Arabia,Asia,2021-12-02 06:25:13.008672448,31,1410182.0,32682.0,1394119.0
Brazil,South America,2021-12-02 18:06:29.059372912,43,1306929.0,13503.0,1682211.0
Russia,Europe,2021-12-03 05:47:45.110073384,22,823818.0,6717.0,1466416.0
Saudi Arabia,Asia,2021-12-03 17:29:01.160773848,34,198151.0,16218.0,1220874.0
Turkey,Asia,2021-12-04 05:10:17.211474312,25,1746640.0,28151.0,352578.0
Argentina,South America,2021-12-04 16:51:33.262174784,25,350466.0,5401.0,1773858.0
Spain,Europe,2021-12-05 04:32:49.312875248,62,1630150.0,29576.0,604088.0
Japan,Asia,2021-12-05 16:14:05.363575712,41,1730520.0,15307.0,170962.0
USA,North America,2021-12-06 03:55:21.414276184,20,827498.0,13097.0,1642832.0
Japan,Asia,2021-12-06 15:36:37.464976648,62,216487.0,26909.0,1622092.0
China,Asia,2021-12-07 03:17:53.515677120,47,1965094.0,11941.0,
Saudi Arabia,Asia,2021-12-07 14:59:09.566377584,54,1500145.0,29808.0,355389.0
Italy,Europe,2021-12-08 02:40:25.617078048,61,1256889.0,19394.0,1714966.0
South Africa,Africa,2021-12-08 14:21:41.667778520,77,80313.0,20880.0,269999.0
Argentina,South America,2021-12-09 02:02:57.718478984,36,1464673.0,42456.0,44230.0
Argentina,South America,2021-12-09 13:44:13.769179448,74,1393342.0,543.0,206123.0
India,Asia,2021-12-10 01:25:29.819879920,51,1444650.0,32717.0,
South Africa,Africa,2021-12-10 13:06:45.870580384,61,995351.0,5350.0,1541240.0
Italy,Europe,2021-12-11 00:48:01.921280848,76,416453.0,24586.0,433210.0
South Africa,Africa,2021-12-11 12:29:17.971981320,22,64476.0,44938.0,1050078.0
China,Asia,2021-12-12 00:10:34.022681784,34,143193.0,40246.0,855177.0
South Africa,Africa,2021-12-12 11:51:50.073382256,31,563565.0,44099.0,1694522.0
India,Asia,2021-12-12 23:33:06.124082720,55,345767.0,24017.0,816417.0
Japan,Asia,2021-12-13 11:14:22.174783184,53,367988.0,38905.0,93055.0
Russia,Europe,2021-12-13 22:55:38.225483656,72,813929.0,34889.0,1674325.0
Argentina,South America,2021-12-14 10:36:54.276184120,26,,13845.0,874729.0
Russia,Europe,2021-12-14 22:18:10.326884584,52,148552.0,7122.0,401489.0
Japan,Asia,2021-12-15 09:59:26.377585056,31,1884859.0,35868.0,294715.0
Germany,Europe,2021-12-15 21:40:42.428285520,67,1272679.0,17665.0,1278844.0
France,Europe,2021-12-16 09:21:58.478985992,70,405980.0,18079.0,366726.0
South Africa,Africa,2021-12-16 21:03:14.529686456,40,1146908.0,43070.0,574135.0
South Africa,Africa,2021-12-17 08:44:30.580386920,50,1178888.0,44499.0,1341413.0
Italy,Europe,2021-12-17 20:25:46.631087392,68,119252.0,42004.0,354952.0
Australia,Oceania,2021-12-18 08:07:02.681787856,30,761595.0,33036.0,1396372.0
Japan,Asia,2021-12-18 19:48:18.732488320,60,1855153.0,49054.0,116495.0
Mexico,North America,2021-12-19 07:29:34.783188792,74,692481.0,21898.0,340327.0
Australia,Oceania,2021-12-19 19:10:50.833889256,67,1920416.0,30948.0,488319.0
France,Europe,2021-12-20 06:52:06.884589728,72,1096179.0,22778.0,1261361.0
Australia,Oceania,2021-12-20 18:33:22.935290192,64,249118.0,34782.0,173072.0
South Korea,Asia,2021-12-21 06:14:38.985990656,68,770146.0,8089.0,1195092.0
Australia,Oceania,2021-12-21 17:55:55.036691128,55,64470.0,19169.0,1470632.0
Turkey,Asia,2021-12-22 05:37:11.087391592,39,1106674.0,2766.0,976703.0
India,Asia,2021-12-22 17:18:27.138092056,22,1661868.0,10144.0,189562.0
Saudi Arabia,Asia,2021-12-23 04:59:43.188792528,22,1420312.0,23983.0,287040.0
Indonesia,Asia,2021-12-23 16:40:59.239492992,70,1581227.0,4497.0,89725.0
Russia,Europe,2021-12-24 04:22:15.290193464,59,59024.0,32187.0,1455338.0
USA,North America,2021-12-24 16:03:31.340893928,67,1795699.0,35265.0,1143432.0
Italy,Europe,2021-12-25 03:44:47.391594392,68,536498.0,17786.0,432746.0
UK,Europe,2021-12-25 15:26:03.442294864,23,867944.0,22979.0,707821.0
Canada,North America,2021-12-26 03:07:19.492995328,40,345322.0,16421.0,708290.0
USA,North America,2021-12-26 14:48:35.543695792,31,874620.0,-19868.0,1391861.0
Mexico,North America,2021-12-27 02:29:51.594396264,76,920294.0,16208.0,998788.0
Spain,Europe,2021-12-27 14:11:07.645096728,58,1693387.0,15091.0,310819.0
South Africa,Africa,2021-12-28 01:52:23.695797200,41,641815.0,15051.0,404517.0
Russia,Europe,2021-12-28 13:33:39.746497664,78,177305.0,7044.0,128127.0
Japan,Asia,2021-12-29 01:14:55.797198128,49,993158.0,22276.0,1253715.0
France,Europe,2021-12-29 12:56:11.847898600,77,102143.0,49622.0,998035.0
Saudi Arabia,Asia,2021-12-30 00:37:27.898599064,67,1447136.0,26933.0,817594.0
India,Asia,2021-12-30 12:18:43.949299528,64,1666560.0,9970.0,1127228.0
UK,Europe,2021-12-31 00:00:00.000000000,67,1646032.0,12000.0,1018343.0
